<DATE>;<TIME>;<OPEN> ;<HIGH>;<LOW> ;<CLOSE> ;<VOL>
27.07.2018;170000;25,452.9993915;25,453.8794212;25,451.9193550;25,451.9193550;1,182
30.07.2018;100000;25,468.9699307;25,501.0210129;25,440.6289738;25,467.2998744;1,798
30.07.2018;110000;25,468.0599000;25,475.2201418;25,414.9881081;25,421.9783441;3,6
30.07.2018;120000;25,421.7783374;25,439.9989526;25,375.1767639;25,391.7473234;3,599
30.07.2018;130000;25,392.5273497;25,392.8073592;25,318.1948400;25,339.0055426;3,6
30.07.2018;140000;25,338.8555376;25,394.1674051;25,312.0446323;25,391.1773042;3,6
30.07.2018;150000;25,391.1073018;25,397.9975344;25,344.0557132;25,354.9360805;3,599
30.07.2018;160000;25,354.8360771;25,364.6764094;25,288.2338284;25,309.0345307;3,578
30.07.2018;170000;25,308.7945226;25,308.7945226;25,307.0744645;25,307.6844851;1,2
31.07.2018;100000;25,350.1559191;25,429.2685903;25,346.2357868;25,401.4676516;1,768
31.07.2018;110000;25,396.9474990;25,444.4091015;25,385.2671046;25,411.0179741;3,577
31.07.2018;120000;25,410.8579687;25,458.5895803;25,410.8579687;25,458.4595759;3,569
31.07.2018;130000;25,458.4195745;25,491.8407029;25,456.2795023;25,477.6602242;3,6
31.07.2018;140000;25,477.5902218;25,487.6905628;25,458.2195678;25,474.7301252;3,6
31.07.2018;150000;25,475.0301354;25,476.3001782;25,442.6590424;25,449.8592855;3,6
31.07.2018;160000;25,449.6992801;25,449.6992801;25,388.6772197;25,416.3881554;3,532
31.07.2018;170000;25,414.4180889;25,416.0481439;25,414.4180889;25,416.0481439;1,201
01.08.2018;100000;25,462.4897119;25,462.4897119;25,410.7079636;25,433.5787358;1,799
01.08.2018;110000;25,439.0689212;25,489.6606293;25,419.6482654;25,462.5797150;3,599
01.08.2018;120000;25,463.1497342;25,465.0797994;25,369.5165728;25,380.6869500;3,6
01.08.2018;130000;25,380.4969435;25,380.4969435;25,323.1850085;25,350.1659195;3,599
01.08.2018;140000;25,350.1559191;25,364.2163939;25,300.0842285;25,321.3449463;3,6
01.08.2018;150000;25,323.4850186;25,366.8864840;25,279.1735225;25,366.6764769;3,597
01.08.2018;160000;25,366.4664698;25,373.0866934;25,327.5851570;25,330.4352533;3,567
01.08.2018;170000;25,336.1354457;25,337.2854846;25,334.6753964;25,334.6753964;1,201
02.08.2018;100000;25,257.3027840;25,257.3027840;25,120.9181792;25,200.8608783;1,799
02.08.2018;110000;25,203.0709530;25,250.9125683;25,159.5694842;25,173.1999444;3,6
02.08.2018;120000;25,172.9999376;25,257.5927938;25,167.6297563;25,243.7723272;3,6
02.08.2018;130000;25,244.0523367;25,314.2147056;25,229.6018487;25,297.9541566;3,599
02.08.2018;140000;25,298.0341593;25,352.3459931;25,290.8739175;25,346.9758117;3,598
02.08.2018;150000;25,349.5858999;25,361.3362966;25,312.0746333;25,324.0150365;3,595
02.08.2018;160000;25,323.9550345;25,352.4359961;25,304.0843636;25,328.2251787;3,595
02.08.2018;170000;25,328.8351992;25,328.8351992;25,326.8751331;25,327.0151378;1,2
03.08.2018;100000;25,361.2262929;25,377.5068426;25,326.0251044;25,366.5964742;1,799
03.08.2018;110000;25,366.8064813;25,420.9083080;25,348.9858796;25,380.1269311;3,599
03.08.2018;120000;25,380.0269277;25,412.1380119;25,365.8464489;25,376.5468102;3,6
03.08.2018;130000;25,376.5168092;25,428.5785670;25,374.3467359;25,421.8783407;3,6
03.08.2018;140000;25,422.0083451;25,435.2887935;25,417.0881790;25,430.3986284;3,467
03.08.2018;150000;25,430.3986284;25,433.4387311;25,414.2980848;25,423.8984090;3,582
03.08.2018;160000;25,423.9684113;25,468.7599236;25,422.0583468;25,455.3394705;3,571
03.08.2018;170000;25,460.1196319;25,463.5097464;25,459.9196252;25,463.4397440;1,2
06.08.2018;100000;25,438.2888948;25,443.8790836;25,382.2370023;25,403.3377147;1,799
06.08.2018;110000;25,403.8377316;25,445.1991281;25,382.4170084;25,441.1389911;3,6
06.08.2018;120000;25,441.0389877;25,488.8506020;25,437.9788844;25,487.0305405;3,599
06.08.2018;130000;25,487.1605449;25,540.8823588;25,486.8105331;25,525.0118229;3,593
06.08.2018;140000;25,525.4818388;25,540.3923422;25,465.2298045;25,471.7300239;3,593
06.08.2018;150000;25,471.8300273;25,522.8417497;25,463.1697349;25,508.3312597;3,59
06.08.2018;160000;25,507.9412466;25,507.9412466;25,486.9405375;25,501.5810318;3,576
06.08.2018;170000;25,503.5810993;25,504.1911199;25,503.0410811;25,503.0410811;1,2
07.08.2018;100000;25,552.5127515;25,649.8460378;25,552.5127515;25,649.4260236;1,799
07.08.2018;110000;25,648.0459770;25,693.5875147;25,645.8359024;25,667.6666395;3,6
07.08.2018;120000;25,666.9166142;25,681.3171004;25,649.3560213;25,664.5665348;3,228
07.08.2018;130000;25,664.9765487;25,678.2669974;25,657.3962927;25,670.7867449;3,484
07.08.2018;140000;25,670.8967486;25,680.6570781;25,643.2258143;25,661.9364460;3,598
07.08.2018;150000;25,661.8164420;25,673.8668488;25,650.3060533;25,662.9364798;3,6
07.08.2018;160000;25,663.0064822;25,666.6566054;25,617.7849553;25,631.1454064;3,573
07.08.2018;170000;25,631.1454064;25,631.2154088;25,629.7753602;25,629.7753602;1,199
08.08.2018;100000;25,616.5849148;25,634.9755357;25,574.8635061;25,589.0939866;1,799
08.08.2018;110000;25,589.7540089;25,606.0445589;25,558.3429483;25,602.9044529;3,6
08.08.2018;120000;25,602.9244536;25,620.9150610;25,583.5337989;25,585.3538603;3,583
08.08.2018;130000;25,585.2638573;25,595.7742121;25,563.4031192;25,580.2836891;3,598
08.08.2018;140000;25,580.2136868;25,604.5545086;25,570.8533707;25,604.3545018;3,594
08.08.2018;150000;25,604.3645022;25,607.0145917;25,593.3341298;25,602.0944255;3,598
08.08.2018;160000;25,602.1344269;25,628.0953034;25,581.1537185;25,584.3138252;3,589
08.08.2018;170000;25,584.3138252;25,584.8138421;25,584.2038215;25,584.6138353;1,199
09.08.2018;100000;25,590.6540393;25,607.0645933;25,562.5830915;25,588.6639721;1,797
09.08.2018;110000;25,588.4539650;25,614.1748334;25,572.4034231;25,577.8736077;3,596
09.08.2018;120000;25,578.0536138;25,596.7242442;25,523.8017821;25,533.5021096;3,595
09.08.2018;130000;25,533.5821123;25,576.8735740;25,532.9120897;25,572.7534349;3,597
09.08.2018;140000;25,572.8134369;25,584.8638438;25,563.2331134;25,579.4636614;3,546
09.08.2018;150000;25,579.4036594;25,583.8638100;25,561.0230388;25,567.5832603;3,344
09.08.2018;160000;25,567.6532627;25,573.9234744;25,493.5507607;25,517.4815687;2,901
09.08.2018;170000;25,509.6213033;25,510.5713354;25,509.5513009;25,510.0913192;1,114
10.08.2018;100000;25,402.0476712;25,402.0476712;25,290.4639037;25,290.8039152;1,603
10.08.2018;110000;25,285.1137230;25,322.9450004;25,264.3730228;25,319.4948839;3,376
10.08.2018;120000;25,323.3550142;25,373.5367085;25,303.0143274;25,335.3054177;3,477
10.08.2018;130000;25,335.2754167;25,344.8857412;25,314.5947184;25,328.3151817;3,556
10.08.2018;140000;25,328.1951776;25,332.4253205;25,249.2425119;25,254.1526777;3,556
10.08.2018;150000;25,254.0226733;25,280.8435789;25,223.7316505;25,255.7827327;3,547
10.08.2018;160000;25,255.1327108;25,351.0959509;25,229.9618609;25,313.6546867;3,529
10.08.2018;170000;25,313.6546867;25,314.2647073;25,313.6546867;25,313.9946982;1,199
13.08.2018;100000;25,329.2852144;25,382.2470026;25,314.5047154;25,364.1163905;1,724
13.08.2018;110000;25,366.6064746;25,372.9466886;25,314.1047019;25,321.0649369;3,558
13.08.2018;120000;25,323.3350135;25,335.8254353;25,210.7312116;25,210.7312116;3,566
13.08.2018;130000;25,207.8911157;25,227.1317653;25,180.2401821;25,189.4004914;3,573
13.08.2018;140000;25,188.9604765;25,251.2025781;25,154.7793225;25,224.7616853;3,584
13.08.2018;150000;25,225.5117106;25,275.2133888;25,221.0115587;25,230.4918788;3,496
13.08.2018;160000;25,230.5318802;25,253.2226463;25,183.7102993;25,188.0204448;3,56
13.08.2018;170000;25,187.2604191;25,188.5504627;25,186.9204077;25,188.5504627;1,199
14.08.2018;100000;25,216.5414078;25,290.7439131;25,216.5414078;25,249.8025308;1,757
14.08.2018;110000;25,249.6525257;25,321.1149386;25,202.7209411;25,303.1343315;2,918
14.08.2018;120000;25,306.3944416;25,323.7750284;25,270.4132267;25,274.4033614;3,08
14.08.2018;130000;25,274.3233587;25,324.9150669;25,274.3233587;25,287.2937967;3,541
14.08.2018;140000;25,287.3337980;25,329.3052151;25,287.3337980;25,328.8451996;3,546
14.08.2018;150000;25,329.1352094;25,337.3254859;25,297.6841475;25,327.3651496;3,549
14.08.2018;160000;25,327.4651530;25,340.3655886;25,290.8739175;25,301.4642751;3,559
14.08.2018;170000;25,301.1242636;25,301.1442643;25,300.5342437;25,300.7742518;1,199
15.08.2018;100000;25,173.4599532;25,178.8901365;25,056.0259882;25,066.9463569;1,65
15.08.2018;110000;25,064.0162579;25,068.4964092;24,966.6129692;24,982.1034922;3,259
15.08.2018;120000;24,982.7035125;25,097.6873948;24,976.6133069;25,024.3649192;3,369
15.08.2018;130000;25,023.5948932;25,111.0478459;25,023.5948932;25,098.0174060;2,648
15.08.2018;140000;25,100.2274806;25,124.2082903;25,053.5359041;25,058.9060854;1,871
15.08.2018;150000;25,058.9060854;25,088.5370859;25,003.4442128;25,088.4770838;3,539
15.08.2018;160000;25,088.2870774;25,199.6808385;25,088.2870774;25,161.3595446;3,515
15.08.2018;170000;25,164.8196615;25,164.8196615;25,163.1896064;25,163.2596088;1,201
16.08.2018;100000;25,369.8365836;25,495.1108134;25,369.8365836;25,478.2002424;1,702
16.08.2018;110000;25,481.5203545;25,522.2517297;25,471.9600317;25,495.4608252;3,537
16.08.2018;120000;25,495.5808292;25,543.7624560;25,495.5808292;25,543.7624560;3,429
16.08.2018;130000;25,542.9924300;25,584.2438228;25,542.9924300;25,558.6029571;2,205
16.08.2018;140000;25,558.6529588;25,594.3341635;25,558.4229510;25,582.4337617;3,472
16.08.2018;150000;25,582.3337583;25,608.2046318;25,556.4128832;25,587.4739319;3,492
16.08.2018;160000;25,587.2639248;25,599.4443361;25,537.7222521;25,557.4429179;3,443
16.08.2018;170000;25,559.7329953;25,559.9330020;25,559.3929838;25,559.5929905;1,189
17.08.2018;100000;25,545.3225087;25,586.8539110;25,535.3821731;25,567.2632495;1,773
17.08.2018;110000;25,565.4031867;25,592.3740973;25,522.5217389;25,581.2937232;3,566
17.08.2018;120000;25,581.4737293;25,667.9566493;25,562.5630908;25,665.1365541;2,757
17.08.2018;130000;25,664.8165433;25,666.0465848;25,607.9946247;25,610.6847156;3,599
17.08.2018;140000;25,610.6047129;25,627.4252808;25,591.5640700;25,622.4151116;3,598
17.08.2018;150000;25,622.4851140;25,729.0287113;25,618.2449708;25,719.8184004;3,563
17.08.2018;160000;25,719.3983862;25,723.8585368;25,660.8264086;25,670.3767310;3,578
17.08.2018;170000;25,669.8867145;25,670.2267259;25,669.8167121;25,670.1867246;1,199
20.08.2018;100000;25,728.5686958;25,774.8102571;25,717.2783146;25,758.0096898;1,799
20.08.2018;110000;25,758.3997030;25,791.0408051;25,724.6485634;25,733.1988521;3,6
20.08.2018;120000;25,733.6088660;25,784.3205782;25,726.8586381;25,767.3000035;3,588
20.08.2018;130000;25,767.3000035;25,786.7006586;25,758.8897196;25,775.0002635;3,6
20.08.2018;140000;25,774.9402615;25,779.9604310;25,759.7197476;25,772.3401737;3,6
20.08.2018;150000;25,772.2801717;25,783.8905637;25,756.9796551;25,768.3400386;3,6
20.08.2018;160000;25,768.4000407;25,777.6803540;25,765.5399441;25,777.6803540;769
20.08.2018;170000;25,759.5597422;25,759.5597422;25,759.5597422;25,759.5597422;423
21.08.2018;100000;25,794.8209327;25,854.0129313;25,789.6607585;25,847.3627067;1,506
21.08.2018;110000;25,847.2927044;25,852.5728827;25,824.8719474;25,840.0024582;2,537
21.08.2018;120000;25,821.0918197;25,863.6632571;25,803.2012157;25,862.9232321;2,555
21.08.2018;130000;25,862.9732338;25,889.6941360;25,859.4631153;25,880.9438406;3,537
21.08.2018;140000;25,880.8738382;25,889.4241269;25,860.6031538;25,875.9336714;3,572
21.08.2018;150000;25,875.8536687;25,880.7038325;25,841.8625210;25,856.7830248;3,571
21.08.2018;160000;25,856.3630106;25,871.1035083;25,808.2813872;25,821.3318278;3,531
21.08.2018;170000;25,820.7218072;25,823.1618896;25,820.7218072;25,823.1618896;1,155
22.08.2018;100000;25,825.9319832;25,837.0323579;25,779.5704178;25,794.8509337;1,798
22.08.2018;110000;25,796.8710019;25,832.2921979;25,768.6100477;25,804.7512680;3,562
22.08.2018;120000;25,805.3112869;25,824.9019484;25,782.0305009;25,817.7217059;3,6
22.08.2018;130000;25,816.7716739;25,823.7319089;25,783.0305346;25,792.2808470;3,6
22.08.2018;140000;25,792.4008510;25,794.2609138;25,760.5597759;25,770.6601170;3,6
22.08.2018;150000;25,770.5401129;25,791.8408321;25,723.2985179;25,752.6895102;3,545
22.08.2018;160000;25,752.9695197;25,769.0000609;25,735.7589386;25,737.1489855;3,592
22.08.2018;170000;25,735.7589386;25,735.7589386;25,734.3988926;25,734.4688950;1,2
23.08.2018;100000;25,715.7282623;25,753.8195484;25,662.1164521;25,717.9783382;1,799
23.08.2018;110000;25,717.9083359;25,763.4298728;25,715.3582498;25,716.8883014;3,599
23.08.2018;120000;25,716.9783045;25,725.9386070;25,608.8846548;25,629.0153345;3,577
23.08.2018;130000;25,629.4253483;25,689.0573617;25,628.3253112;25,659.8863768;3,598
23.08.2018;140000;25,659.9263782;25,661.4164285;25,634.4655185;25,647.5059588;3,6
23.08.2018;150000;25,647.4759578;25,684.8072182;25,647.4759578;25,675.0168877;3,6
23.08.2018;160000;25,675.0168877;25,691.0074276;25,636.1855766;25,659.1163508;3,587
23.08.2018;170000;25,659.0663491;25,659.0663491;25,657.7763056;25,657.8463079;1,201
24.08.2018;100000;25,689.4473749;25,740.7791081;25,689.4473749;25,721.9784733;1,799
24.08.2018;110000;25,720.5684257;25,809.0514132;25,716.4282859;25,789.3107467;3,515
24.08.2018;120000;25,788.2207099;25,822.2918603;25,768.3500390;25,820.7618086;3,6
24.08.2018;130000;25,820.6218039;25,826.9220166;25,803.0012089;25,812.6815358;3,6
24.08.2018;140000;25,812.6815358;25,823.0518859;25,769.9700937;25,793.6608936;3,6
24.08.2018;150000;25,793.6308925;25,807.8913740;25,787.4806849;25,792.0608395;3,6
24.08.2018;160000;25,792.1108412;25,802.8612042;25,777.9103618;25,791.9808368;3,6
24.08.2018;170000;25,792.0508392;25,792.3208483;25,791.2208112;25,791.2208112;1,2
27.08.2018;100000;25,883.5839297;26,003.5379798;25,883.5839297;26,001.2179015;1,799
27.08.2018;110000;26,001.8879241;26,018.4384829;25,976.9870834;26,008.3781432;3,6
27.08.2018;120000;26,008.2481389;26,058.5998389;25,991.5175740;26,057.7898116;3,6
27.08.2018;130000;26,057.1597903;26,068.0201570;26,043.1093159;26,057.6098055;3,6
27.08.2018;140000;26,057.6098055;26,061.7599456;26,041.0092450;26,054.5397018;3,6
27.08.2018;150000;26,054.5097008;26,068.4501715;26,039.1491822;26,057.1397896;3,6
27.08.2018;160000;26,057.1497900;26,057.7098089;26,023.6786598;26,050.2795580;3,588
27.08.2018;170000;26,050.2795580;26,050.7895752;26,050.0795512;26,050.5195661;1,199
28.08.2018;100000;26,093.5810200;26,123.1220174;26,090.2909089;26,103.3813509;1,799
28.08.2018;110000;26,103.5013550;26,113.6116963;26,075.2103998;26,111.3516200;3,6
28.08.2018;120000;26,111.3816210;26,118.1918510;26,051.2695914;26,053.1996566;3,418
28.08.2018;130000;26,053.0596519;26,080.1705672;26,046.8494422;26,073.0003251;3,596
28.08.2018;140000;26,073.1703309;26,098.6111899;26,059.8198801;26,088.8208593;3,598
28.08.2018;150000;26,089.0808681;26,096.1011051;26,078.8705233;26,088.6208525;3,529
28.08.2018;160000;26,088.6008519;26,097.6111561;26,038.7291680;26,066.0200895;3,558
28.08.2018;170000;26,068.4901729;26,068.4901729;26,064.9000516;26,064.9000516;1,199
29.08.2018;100000;26,083.4106766;26,084.7007202;26,036.1790819;26,058.0798214;1,691
29.08.2018;110000;26,057.0297859;26,092.7709927;26,036.4390907;26,091.5309508;3,376
29.08.2018;120000;26,090.5609181;26,168.8235605;26,084.4207107;26,154.4130739;3,564
29.08.2018;130000;26,154.4330746;26,162.8833599;26,140.1125911;26,150.4029385;3,511
29.08.2018;140000;26,150.4029385;26,155.4831101;26,116.6617993;26,117.2218182;3,6
29.08.2018;150000;26,117.2218182;26,131.2622923;26,113.7617014;26,117.1118145;3,6
29.08.2018;160000;26,117.1818169;26,145.0727586;26,113.4416906;26,128.0221829;3,593
29.08.2018;170000;26,126.4621302;26,126.6021349;26,125.4520961;26,125.4520961;1,2
30.08.2018;100000;26,099.8912331;26,105.2514141;26,052.3196269;26,065.5500736;1,792
30.08.2018;110000;26,062.1799598;26,074.3003690;26,042.1292828;26,051.9096130;3,6
30.08.2018;120000;26,051.8196100;26,069.2401982;26,002.3679403;26,011.1882381;3,6
30.08.2018;130000;26,011.7982587;26,061.0799227;26,010.5682172;26,055.3597295;3,6
30.08.2018;140000;26,055.3997309;26,083.6706854;26,055.3997309;26,072.9603238;3,6
30.08.2018;150000;26,073.2003319;26,080.7005851;25,956.3763875;25,972.9969486;3,588
30.08.2018;160000;25,972.7369399;26,001.3879072;25,935.6756885;25,988.8174828;3,595
30.08.2018;170000;25,988.8174828;25,988.8874852;25,987.7974484;25,987.7974484;1,199
31.08.2018;100000;25,965.7267032;25,976.4670658;25,932.3655768;25,969.5468321;1,799
31.08.2018;110000;25,972.0969182;26,029.7088634;25,972.0869179;25,995.6977151;3,599
31.08.2018;120000;25,995.8077188;26,011.9782648;25,914.2649656;25,914.3149673;3,6
31.08.2018;130000;25,914.1949633;25,922.9952604;25,880.6438304;25,916.0050244;3,599
31.08.2018;140000;25,916.1750301;25,932.3455761;25,903.5246030;25,920.6351807;3,6
31.08.2018;150000;25,920.6051797;25,925.5253458;25,887.0440465;25,908.3447657;3,6
31.08.2018;160000;25,908.1247583;25,981.6972424;25,900.5345020;25,960.0665121;3,59
31.08.2018;170000;25,958.0364435;25,965.6967022;25,958.0364435;25,965.6967022;1,201
04.09.2018;100000;25,916.9450561;25,918.9751247;25,806.8213379;25,827.5620382;1,779
04.09.2018;110000;25,828.8420814;25,934.3456436;25,828.8420814;25,924.3253053;3,577
04.09.2018;120000;25,923.8752901;25,937.1457382;25,867.9034003;25,870.5134884;3,579
04.09.2018;130000;25,870.5534898;25,884.7739699;25,824.7819443;25,879.6037953;3,6
04.09.2018;140000;25,879.6437967;25,938.1657726;25,876.4336883;25,932.9955980;3,6
04.09.2018;150000;25,933.1056018;25,972.6469368;25,931.0555325;25,964.8966751;3,6
04.09.2018;160000;25,964.8066721;25,968.5367980;25,918.6051122;25,954.0963105;3,6
04.09.2018;170000;25,955.1163449;25,955.1163449;25,953.3562855;25,953.3562855;1,201
05.09.2018;100000;25,920.7151834;25,972.7569405;25,887.9440769;25,944.1259738;1,799
05.09.2018;110000;25,944.2659786;25,959.7965029;25,871.9135357;25,946.4960539;3,556
05.09.2018;120000;25,946.8060643;25,967.9567785;25,898.1944230;25,949.6161592;3,548
05.09.2018;130000;25,949.5261562;25,999.8878566;25,949.4861548;25,951.2162132;3,6
05.09.2018;140000;25,951.1962126;26,012.0982688;25,950.0761747;25,975.6370378;3,6
05.09.2018;150000;25,975.6070368;25,986.0373889;25,941.3458800;25,950.5361903;3,6
05.09.2018;160000;25,950.3961855;25,986.8774173;25,932.0255653;25,977.4971006;3,6
05.09.2018;170000;25,976.7470753;25,977.0170844;25,975.8670455;25,975.8670455;1,2
06.09.2018;100000;25,973.8969790;26,074.5303768;25,968.5067970;26,072.5403096;1,721
06.09.2018;110000;26,072.4603069;26,072.4603069;25,921.2652020;25,947.7560964;2,679
06.09.2018;120000;25,947.0660731;25,981.8772485;25,881.7138666;25,969.7568392;3,443
06.09.2018;130000;25,969.3468254;25,974.9570148;25,935.5556845;25,935.5556845;3,584
06.09.2018;140000;25,935.6256868;25,993.6276452;25,912.7149133;25,974.2569912;3,592
06.09.2018;150000;25,974.3069929;26,032.2589496;25,973.3569608;26,006.1980696;3,589
06.09.2018;160000;26,004.2780048;26,052.2796255;25,993.7176482;25,998.0677951;3,57
06.09.2018;170000;25,997.5677782;25,997.5977793;25,996.6177462;25,996.7477506;1,199
07.09.2018;100000;25,951.8962362;25,951.8962362;25,889.2941225;25,926.5453803;1,799
07.09.2018;110000;25,926.4853782;25,984.8873501;25,920.7151834;25,977.6471056;3,599
07.09.2018;120000;25,977.8271117;26,003.8679910;25,953.3662858;25,964.1866512;3,584
07.09.2018;130000;25,964.4166589;25,969.2968237;25,819.2617579;25,872.4835549;3,554
07.09.2018;140000;25,872.5635576;25,878.0037413;25,840.7824846;25,857.8930623;3,6
07.09.2018;150000;25,857.6930555;25,961.6265647;25,857.1630376;25,958.3764550;3,6
07.09.2018;160000;25,957.9664411;25,957.9664411;25,896.7343737;25,922.0252276;3,597
07.09.2018;170000;25,920.7351841;25,920.7351841;25,917.4150720;25,917.4150720;1,201
10.09.2018;100000;25,992.7876168;26,040.8392393;25,983.0072866;25,993.4576395;1,8
10.09.2018;110000;25,996.0377266;26,007.6981203;25,937.2157405;25,939.8858307;3,599
10.09.2018;120000;25,939.6558229;25,960.6365313;25,899.8844801;25,926.4653776;3,6
10.09.2018;130000;25,926.9353934;25,927.4354103;25,872.1135424;25,876.7136977;3,6
10.09.2018;140000;25,876.6536957;25,902.8145790;25,871.0735073;25,900.4344986;3,6
10.09.2018;150000;25,900.4044976;25,917.0750605;25,883.6239311;25,905.5946729;3,6
10.09.2018;160000;25,905.9146837;25,921.5052101;25,855.0029647;25,860.5931535;3,594
10.09.2018;170000;25,861.2331751;25,861.2331751;25,857.6730549;25,857.9430640;1,201
11.09.2018;100000;25,842.0125261;25,842.0125261;25,755.1895946;25,834.2422637;1,799
11.09.2018;110000;25,834.8422840;25,895.9343467;25,833.7122458;25,875.0736424;3,6
11.09.2018;120000;25,875.4136538;26,004.1880018;25,875.4136538;26,002.0579298;3,6
11.09.2018;130000;26,002.3479396;26,017.4084481;25,985.4373687;26,015.0983701;3,6
11.09.2018;140000;26,015.0783695;26,020.7985626;25,991.3475682;25,996.9577576;3,6
11.09.2018;150000;25,996.8177529;26,006.8280909;25,981.7272434;25,990.1675284;3,6
11.09.2018;160000;25,990.4075365;26,000.9178914;25,962.4965941;25,973.0169493;3,6
11.09.2018;170000;25,972.6769378;25,972.6769378;25,971.9369128;25,971.9369128;1,2
12.09.2018;100000;25,989.9475210;26,016.4284151;25,976.8770796;26,001.5479126;1,799
12.09.2018;110000;26,001.1779001;26,031.8389354;25,945.2860130;25,978.1271219;3,529
12.09.2018;120000;25,977.9871171;26,146.6028102;25,964.1966515;26,017.4784505;3,583
12.09.2018;130000;26,018.1984748;26,077.4104740;26,014.8783627;26,062.6699763;3,592
12.09.2018;140000;26,062.6199747;26,073.4003386;25,965.2866883;25,967.8667754;3,6
12.09.2018;150000;25,968.9068105;25,974.5170000;25,930.3055072;25,966.2567211;3,6
12.09.2018;160000;25,966.2967224;26,030.5088905;25,964.3466566;25,999.0578286;3,599
12.09.2018;170000;25,998.0377941;25,999.7978535;25,998.0377941;25,999.7978535;1,201
13.09.2018;100000;26,084.8207242;26,182.7340302;26,084.8207242;26,161.5433147;1,799
13.09.2018;110000;26,162.6733528;26,192.5243607;26,072.6303126;26,086.4807803;3,59
13.09.2018;120000;26,086.6307854;26,144.2727316;26,067.9601550;26,144.2727316;3,6
13.09.2018;130000;26,144.0627245;26,168.8235605;26,119.4518935;26,125.3120914;3,6
13.09.2018;140000;26,125.2620897;26,136.9124831;26,112.7316666;26,120.5519307;3,6
13.09.2018;150000;26,120.6819351;26,142.7826813;26,103.6613604;26,135.8124459;3,6
13.09.2018;160000;26,135.7424436;26,145.1127599;26,101.5812901;26,141.8226488;3,579
13.09.2018;170000;26,147.4828400;26,147.4828400;26,146.7428150;26,146.8728194;1,2
14.09.2018;100000;26,170.4436152;26,201.7446720;26,158.6132158;26,174.0237361;1,779
14.09.2018;110000;26,172.9637003;26,182.1440102;26,136.6124729;26,174.6537573;3,598
14.09.2018;120000;26,174.9137661;26,211.9950181;26,170.6536223;26,199.3745920;3,6
14.09.2018;130000;26,199.5945994;26,201.8046741;26,083.8306908;26,098.2111764;3,594
14.09.2018;140000;26,098.0211699;26,118.4418594;26,069.1701958;26,113.0616778;3,6
14.09.2018;150000;26,113.1716815;26,131.9223146;26,109.3615528;26,125.7321056;3,599
14.09.2018;160000;26,126.1921211;26,164.8434261;26,122.6820026;26,151.2629676;3,598
14.09.2018;170000;26,155.8931239;26,155.8931239;26,155.2131010;26,155.5531124;1,2
17.09.2018;100000;26,152.5430108;26,152.5430108;26,111.7416332;26,124.1920536;1,799
17.09.2018;110000;26,124.8820769;26,185.3541186;26,119.1218824;26,119.2718874;3,6
17.09.2018;120000;26,119.3918915;26,159.3032391;26,117.6918341;26,133.8223787;3,6
17.09.2018;130000;26,133.8823807;26,157.4231756;26,113.9717085;26,133.8423794;3,6
17.09.2018;140000;26,133.9423828;26,140.4826036;26,077.3504720;26,114.4717254;3,6
17.09.2018;150000;26,114.1617149;26,127.6121690;26,076.4204406;26,088.6308529;3,601
17.09.2018;160000;26,089.1708711;26,096.8711311;26,031.2289148;26,064.1200253;3,589
17.09.2018;170000;26,063.5700067;26,063.6400091;26,062.5899736;26,062.9999875;1,199
18.09.2018;100000;26,077.0904632;26,169.5735858;26,077.0904632;26,131.7023071;1,799
18.09.2018;110000;26,132.2423254;26,157.4231756;26,086.1607695;26,154.2530685;3,595
18.09.2018;120000;26,154.3430716;26,206.9148466;26,141.0126215;26,205.6148027;3,536
18.09.2018;130000;26,205.8148095;26,240.2459720;26,205.8148095;26,213.2450603;3,6
18.09.2018;140000;26,213.1650576;26,261.2666817;26,211.9650171;26,258.3765842;3,6
18.09.2018;150000;26,258.1965781;26,318.2286050;26,252.4963856;26,288.0675866;3,6
18.09.2018;160000;26,288.0675866;26,300.2879992;26,247.1462050;26,252.9864022;3,596
18.09.2018;170000;26,249.3662799;26,250.4563167;26,247.8462286;26,247.8462286;1,2
19.09.2018;100000;26,288.7276089;26,383.8808217;26,281.6473699;26,379.1006603;1,799
19.09.2018;110000;26,376.9105863;26,438.8726784;26,368.8103128;26,418.5419920;3,595
19.09.2018;120000;26,418.6319950;26,465.3035708;26,412.0617732;26,441.8827800;3,6
19.09.2018;130000;26,442.1327885;26,459.3333692;26,427.7623033;26,459.1633635;3,6
19.09.2018;140000;26,458.4533395;26,463.1534982;26,431.4024262;26,446.3129296;3,6
19.09.2018;150000;26,446.1129229;26,455.2732321;26,414.1318431;26,414.2318464;3,591
19.09.2018;160000;26,414.1818447;26,427.1722833;26,405.6115554;26,409.1916763;3,597
19.09.2018;170000;26,408.2116432;26,408.3416476;26,406.6515905;26,406.6515905;1,201
20.09.2018;100000;26,520.2854272;26,655.0899787;26,520.2854272;26,607.7783813;1,783
20.09.2018;110000;26,607.6983786;26,638.0694041;26,578.9774089;26,630.2091387;3,599
20.09.2018;120000;26,630.2291393;26,663.5302637;26,624.9389607;26,663.5302637;3,6
20.09.2018;130000;26,663.3902590;26,672.4605652;26,645.2596468;26,666.3003572;3,6
20.09.2018;140000;26,666.3803599;26,681.0308546;26,639.0994388;26,653.1999149;3,553
20.09.2018;150000;26,652.9799075;26,680.3208306;26,641.0595050;26,677.6807415;3,6
